表面,裏面,Word,Audio,Image
characteristic<br>[sound:ukchaot022.mp3],"特徴, 特色<br><img src=""paste-86948b673b2becce04a3feb4fcd93d90188b7471.png""><br><i>a typical or noticeable quality of someone or something</i><br>Playfulness is a common characteristic of dolphins.",characteristic,ukchaot022.mp3,paste-86948b673b2becce04a3feb4fcd93d90188b7471.png
characterize<br>[sound:ukchaot026.mp3],"〈人・ものの〉特徴を述べる，性格を描写する.<br><img src=""characterize.jpg""><br><i>Something that characterizes another thing is typical of it:</i><br>Bright colours and bold strokes characterize his early paintings.",characterize,ukchaot026.mp3,characterize.jpg
charge<br>[sound:ukcharg001.mp3],"料金<br><img src=""index.jpg""><br><i>the price of something, especially a service</i><br>delivery charges",charge,ukcharg001.mp3,index.jpg
charity<br>[sound:ukcharg012.mp3],"チャリティー, 慈善団体<br><img src=""charity.jpg""><br><i>an official organization that gives money, food, or help to people who need it</i><br>We're raising money for charity.",charity,ukcharg012.mp3,charity.jpg
cheap<br>[sound:ukchary024.mp3],"安い<br><img src=""cheap.jpg""><br><i>not expensive, or costing less than usual</i><br>a cheap flight",cheap,ukchary024.mp3,cheap.jpg
check in<br>[sound:ukcheat004.mp3],"（空港で）搭乗手続きをする<br><img src=""check-in.jpg""><br><i>to show your ticket at an airport so that you can get your seat number</i><br>Passengers are requested to check in two hours before the flight.",check in,ukcheat004.mp3,check-in.jpg
check out<br>[sound:ukcheat004.mp3],"ホテルをチェックアウトする<br><img src=""check-out.jpg""><br><i>to leave a hotel after paying</i><br>I had already checked out when I remembered we were out of milk.",check out,ukcheat004.mp3,check-out.jpg
chef<br>[sound:ukcheer013.mp3],"シェフ, コック<br><img src=""chef.jpg""><br><i>someone who cooks food in a restaurant</i><br>He is one of the top chefs in Britain.",chef,ukcheer013.mp3,chef.jpg
circumstances<br>[sound:ukcld00212.mp3],"状況, （周囲の）事情<br><img src=""6678359421_d0cbb5a7e0_q.jpg""><br><i>the facts or events of a situation</i><br>I think they coped very well under the circumstances(= in that difficult situation).",circumstances,ukcld00212.mp3,6678359421_d0cbb5a7e0_q.jpg
claim<br>[sound:ukcivvy008.mp3],"～を主張する<br><img src=""claim.jpg""><br><i>to say that something is TRUE</i><br>She claimed that the dog attacked her.",claim,ukcivvy008.mp3,claim.jpg
claimant<br>[sound:ukcivvy009.mp3],"主張者，要求者<br><img src=""paste-c834d603b85bb4eb4b591920b11315f561cab5b1.jpg""><br><i>a person who asks for something that they believe belongs to them or that they have a right to</i><br>If a psychic claimant really could predict winners by using psi this would be of great interest to psychical research.",claimant,ukcivvy009.mp3,paste-c834d603b85bb4eb4b591920b11315f561cab5b1.jpg
classification<br>[sound:ukclap_028.mp3],"分類<br><img src=""classification.jpg""><br><i>the process of putting people or things into groups by their type, size, etc., or one of these groups</i><br>the classification of plants",classification,ukclap_028.mp3,classification.jpg
classify<br>[sound:ukclap_030.mp3],"～を分類する<br><img src=""classify.jpg""><br><i>to put people or things into groups by their type, size, etc.</i><br>A third of the population has been classified as poor.",classify,ukclap_030.mp3,classify.jpg
clerk<br>[sound:ukclear019.mp3],"事務員<br><img src=""clerk.jpg""><br><i>someone who works in an office but does not have an important job</i><br>a bank clerk",clerk,ukclear019.mp3,clerk.jpg
client<br>[sound:ukclear026.mp3],"依頼人, 顧客, クライアント<br><img src=""client.jpg""><br><i>someone who pays for services or advice</i><br>Mr Black has been a client of this firm for many years.",client,ukclear026.mp3,client.jpg
climate<br>[sound:ukclima002.mp3],"気候<br><img src=""climate.jpg""><br><i>the weather conditions of an area</i><br>a hot, dry climate",climate,ukclima002.mp3,climate.jpg
closure<br>[sound:ukclosu001.mp3],"&nbsp;閉鎖; 締め切り; 閉店<br><img src=""closure.jpg""><br><i>the fact of a business, organization, etc. stopping operating:</i><br>factory/branch closures",closure,ukclosu001.mp3,closure.jpg
co-worker<br>[sound:ukcover025.mp3],"(一緒に仕事をする)協力者.<br><img src=""co-worker.jpg""><br><i>a person who you work with, especially someone with a similar job or level of responsibility</i><br>Instead, keep them in your office kitchen or ask a coworker to hold them for you.",co-worker,ukcover025.mp3,co-worker.jpg
coach<br>[sound:ukclutc010.mp3],"長距離バス<br><img src=""paste-ddfe7049bd32a135820fd602fcedf6c259a0243d.jpg""><br><i>a comfortable bus used to take groups of people over long distances</i><br>a coach trip",coach,ukclutc010.mp3,paste-ddfe7049bd32a135820fd602fcedf6c259a0243d.jpg
code<br>[sound:ukcocke019.mp3],"暗号<br><img src=""code.jpg""><br><i>a set of letters, numbers, or signs that are used instead of ordinary words to keep a message secret</i><br>It was written in code.",code,ukcocke019.mp3,code.jpg
collect<br>[sound:ukcoley022.mp3],"（もの）を収集する<br><img src=""collect.jpg""><br><i>to get and keep things of one type, such as stamps or coins, as a hobby</i><br>She collects dolls.",collect,ukcoley022.mp3,collect.jpg
commence<br>[sound:ukcomma012.mp3],"（もの、こと）を開始する<br><img src=""paste-43fd3487c542267f84e74c869a2fc4a00c19aace.png""><br><i>to begin something</i><br>We will commence building work in August of next year.",commence,ukcomma012.mp3,paste-43fd3487c542267f84e74c869a2fc4a00c19aace.png
commission<br>[sound:ukcommi006.mp3],"【不可算名詞】 (職権・任務の)委任，委託 〔to〕.<br><img src=""commission.jpg""><br><i>to formally choose someone to do a special piece of work, or to formally ask for a special piece of work from someone:</i><br>The newspaper commissioned a series of articles on the worst excesses of the fashion industry.",commission,ukcommi006.mp3,commission.jpg
commit<br>[sound:ukcommi009.mp3],"（罪）を犯す、専念する<br><img src=""commit.jpg""><br><i>to do something bad or illegal</i><br>He went to prison for a crime he didn't commit.",commit,ukcommi009.mp3,commit.jpg
committee<br>[sound:ukcommi013.mp3],"委員会<br><img src=""committee.jpg""><br><i>a group of people who represent a larger organization and make decisions for it</i><br>She sits on/is on the school's development committee.",committee,ukcommi013.mp3,committee.jpg
common<br>[sound:ukcommi018.mp3],"一般的な, よくある<br><img src=""orly-cover.png""><br><i>happening often or existing in large numbers</i><br>Injuries are common in sports such as hockey.",common,ukcommi018.mp3,orly-cover.png
commonly<br>[sound:ukcommi021.mp3],"一般に，通例，よく; (通)俗に.<br><img src=""commonly.jpg""><br><i>often or usually:</i><br>Elbow injuries are commonly found among tennis players.",commonly,ukcommi021.mp3,commonly.jpg
commute<br>[sound:ukcommu014.mp3],"通勤する, 通学する<br><img src=""commute.jpg""><br><i>to travel regularly between work and home</i><br>It's exhausting commuting from Brighton to London every day.",commute,ukcommu014.mp3,commute.jpg
commuter<br>[sound:ukcommu015.mp3],"通勤者, 通学者<br><img src=""commuter.jpg""><br><i>someone who regularly travels between work and home</i><br>The train was full of commuters.",commuter,ukcommu015.mp3,commuter.jpg
company<br>[sound:ukcommu026.mp3],"会社<br><img src=""company.jpg""><br><i>an organization that sells things or services</i><br>a software company",company,ukcommu026.mp3,company.jpg
comparable<br>[sound:ukcommu027.mp3],"同程度の<br><img src=""comparable.jpg""><br><i>similar in size, amount, or quality to something else</i><br>Our prices are comparable to those in other shops.",comparable,ukcommu027.mp3,comparable.jpg
compare<br>[sound:ukcommu030.mp3],"～を（～と）比べる (with/to)<br><img src=""compare.jpg""><br><i>to examine the ways in which two people or things are different or similar</i><br>The teachers are always comparing me with my sister.",compare,ukcommu030.mp3,compare.jpg
compatible<br>[sound:ukcompa010.mp3],"互換性のある<br><img src=""compatible.jpg""><br><i>happy or successful when together or combined</i><br>This keyboard is compatible with all of our computers.",compatible,ukcompa010.mp3,compatible.jpg
compensate<br>[sound:ukcompa019.mp3],"〈損失などを〉償う.<br><img src=""paste-825a387ccfc09bd6b8c1cf381cff4c4a86d35b13.jpg""><br><i>to pay someone money in exchange for something that has been lost or damaged or for some problem:</i><br>Victims of the crash will be compensated for their injuries.",compensate,ukcompa019.mp3,paste-825a387ccfc09bd6b8c1cf381cff4c4a86d35b13.jpg
compensation<br>[sound:ukcompa021.mp3],"賠償<br><img src=""compensation.jpg""><br><i>money that you give someone because you have hurt them or damaged something that they own</i><br>She received 40000 in compensation for a losteye.",compensation,ukcompa021.mp3,compensation.jpg
competent<br>[sound:ukcompa026.mp3],"能力のある<br><img src=""competent.jpg""><br><i>able to do something well</i><br>a competent swimmer/teacher",competent,ukcompa026.mp3,competent.jpg
competition<br>[sound:ukcompa028.mp3],"競争<br><img src=""competition.jpg""><br><i>an event in which people try to win something by being the best, fastest, etc.</i><br>There’s a lot of competition between computer companies.",competition,ukcompa028.mp3,competition.jpg
competitive<br>[sound:ukcompa029.mp3],"負けず嫌いな<br><img src=""competitive.jpg""><br><i>wanting to win or be better than other people</i><br>She’s very competitive.",competitive,ukcompa029.mp3,competitive.jpg
competitor<br>[sound:ukcompe002.mp3],"競争相手<br><img src=""competitor.jpg""><br><i>someone who is trying to win a competition</i><br>We have no serious competitors in this area.",competitor,ukcompe002.mp3,competitor.jpg
complain<br>[sound:ukcompe010.mp3],"（人）が文句を言う<br><img src=""complain.jpg""><br><i>to say that something is wrong or that you are angry about something</i><br>Lots of people have complained about the noise.",complain,ukcompe010.mp3,complain.jpg
complaint<br>[sound:ukcompe013.mp3],"苦情<br><img src=""complaint.jpg""><br><i>a statement that someone makes to say something is wrong or not good enough</i><br>I wish to make a complaint.",complaint,ukcompe013.mp3,complaint.jpg
complete<br>[sound:ukcompe018.mp3],"全部の、全部揃った<br><img src=""paste-e909a95f8cf31c5283722079bc2c3ae1721ba119.png""><br><i>with all parts</i><br>the complete works of Oscar Wilde",complete,ukcompe018.mp3,paste-e909a95f8cf31c5283722079bc2c3ae1721ba119.png
complex<br>[sound:ukcompe022.mp3],"複雑な<br><img src=""complex.jpg""><br><i>made of a lot of different but connected parts, or difficult to understand</i><br>a complex network of roads",complex,ukcompe022.mp3,complex.jpg
complexity<br>[sound:ukcompe024.mp3],"複雑さ<br><img src=""complexity.jpg""><br><i>the quality of being complex, or a complex fact</i><br>the complexities of life",complexity,ukcompe024.mp3,complexity.jpg
compliment<br>[sound:ukcompl002.mp3],"ほめ言葉, 賞賛<br><img src=""compliment.jpg""><br><i>something good that you say about someone, showing that you admire them</i><br>She complained that her husband never paid her any compliments any more.",compliment,ukcompl002.mp3,compliment.jpg
complimentary<br>[sound:ukcompe017.mp3],"称賛する敬意<br><img src=""complimentary.jpg""><br><i>praising or expressing admiration for someone</i><br>a complimentary report",complimentary,ukcompe017.mp3,complimentary.jpg
comply<br>[sound:ukcompl004.mp3],"〔要求・規則に〕応じる，従う &nbsp;<br><img src=""comply.jpg""><br><i>to act according to an order, set of rules, or request:</i><br>He's been ordered to have the dog destroyed because it's dangerous, but he refuses to comply.",comply,ukcompl004.mp3,comply.jpg
comprehensive<br>[sound:ukcompl026.mp3],"幅広い、総合的な<br><img src=""paste-4aa01638df21eaab23e461cb582c50353ad28c1f.jpg""><br><i>including everything</i><br>a comprehensive study of the subject",comprehensive,ukcompl026.mp3,paste-4aa01638df21eaab23e461cb582c50353ad28c1f.jpg
compromise<br>[sound:ukcompr004.mp3],"妥協<br><img src=""compromise.jpg""><br><i>the act of agreeing to something that is not exactly what you want in order to end an argument or solve a problem</i><br>We need to reach a compromise over this issue.",compromise,ukcompr004.mp3,compromise.jpg
compulsory<br>[sound:ukcompr010.mp3],"強制的な, 義務的な<br><img src=""paste-40950174a3440f0e9a70792076769f7466876f45.jpg""><br><i>If something is compulsory, you must do it because a rule or law says you must.</i><br>Swimming was compulsory at my school.",compulsory,ukcompr010.mp3,paste-40950174a3440f0e9a70792076769f7466876f45.jpg
concede<br>[sound:ukcompr027.mp3],"～を（しぶしぶ）認める<br><img src=""paste-34bc4e6134ad2d7a6d47a2a27422db1a9d1389ae.jpg""><br><i>to admit that something is TRUE, even though you do not want to</i><br>Even the company chairman concedes that the results are disappointing.",concede,ukcompr027.mp3,paste-34bc4e6134ad2d7a6d47a2a27422db1a9d1389ae.jpg
concern<br>[sound:ukconce015.mp3],"関心事、観念事項<br><img src=""paste-e000d5332374d65c9da90e88a684c112e8526a24.png""><br><i>to be important to someone</i><br>Environmental issues concern us all.",concern,ukconce015.mp3,paste-e000d5332374d65c9da90e88a684c112e8526a24.png
conclude<br>[sound:ukconci010.mp3],"終わる<br><img src=""conclude.jpg""><br><i>to end something</i><br>I would like to conclude by thanking you all for attending.",conclude,ukconci010.mp3,conclude.jpg
conclusion<br>[sound:ukconci011.mp3],"結論<br><img src=""conclusion.jpg""><br><i>your opinion after considering all the information about something</i><br>I've come to the conclusion that we'll have to sell the car.",conclusion,ukconci011.mp3,conclusion.jpg
concourse<br>[sound:ukconci021.mp3],"〔人・河川などの〕集合，合流 〔of〕.<br><img src=""concourse.jpg""><br><i>a large space or room in a public building such as a station or airport that people meet in or pass through:</i><br>There's a ticket machine in the main concourse.",concourse,ukconci021.mp3,concourse.jpg
condition<br>[sound:ukconde013.mp3],"状態<br><img src=""condition.jpg""><br><i>the state that something or someone is in</i><br>My bike’s a few years old but it’s in really good condition.",condition,ukconde013.mp3,condition.jpg
conduct<br>[sound:ukconde028.mp3],"ふるまい<br><img src=""conduct.jpg""><br><i>the way someone behaves</i><br>We are conducting a survey to find out what our customers think of their local service.",conduct,ukconde028.mp3,conduct.jpg
confirm<br>[sound:ukconfi007.mp3],"（予定など）を確認する<br><img src=""confirm.jpg""><br><i>to make sure an arrangement or meeting will happen, often by phone or in writing</i><br>I accepted the job over the phone, but I haven't confirmed in writing yet.",confirm,ukconfi007.mp3,confirm.jpg
confirmation<br>[sound:ukconfi008.mp3],"確認（書）<br><img src=""confirmation.jpg""><br><i>a statement or document that shows something is TRUE or certain</i><br>a letter of confirmation",confirmation,ukconfi008.mp3,confirmation.jpg
confusion<br>[sound:ukconfu001.mp3],"混乱<br><img src=""confusion.jpg""><br><i>a state in which people do not understand what is happening or what they should do</i><br>The new system has caused a lot of confusion.",confusion,ukconfu001.mp3,confusion.jpg
connect<br>[sound:ukconje013.mp3],"～をつなげる, ～とつながる<br><img src=""connect.jpg""><br><i>to join two things or places together</i><br>A smallbridge connects the two parts of the building.",connect,ukconje013.mp3,connect.jpg
connection<br>[sound:ukconje017.mp3],"接続<br><img src=""connection.jpg""><br><i>something that joins things together</i><br>Many companies now offer free connection to the internet.",connection,ukconje017.mp3,connection.jpg
consequence<br>[sound:ukconsc019.mp3],"結果<br><img src=""consequence.jpg""><br><i>the result of an action, especially a bad result</i><br>If you make him angry, you’ll have to suffer the consequences.",consequence,ukconsc019.mp3,consequence.jpg
consider<br>[sound:ukconse002.mp3],"～についてよく考える<br><img src=""consider.jpg""><br><i>to think carefully about something</i><br>We're considering buying a new car.",consider,ukconse002.mp3,consider.jpg
considerable<br>[sound:ukconse003.mp3],"かなりの<br><img src=""considerable.jpg""><br><i>large or important enough to be noticed</i><br>a considerable amount of money",considerable,ukconse003.mp3,considerable.jpg
consignment<br>[sound:ukconse011.mp3],"託送　委託<br><img src=""paste-898b50087ae9d0a8f91b251f2bf3f7f380ba46bd.png""><br><i>an amount of goods that is sent somewhere:</i><br>The most recent consignment of cloth was faulty.",consignment,ukconse011.mp3,paste-898b50087ae9d0a8f91b251f2bf3f7f380ba46bd.png
consist of something<br>[sound:ukcld00265.mp3],"～からできている<br><img src=""consist-of-something.jpg""><br><i>to be made from something</i><br>The dessert consisted of fruit and cream.",consist of something,ukcld00265.mp3,consist-of-something.jpg
consistent<br>[sound:ukconse013.mp3],"変わらない<br><img src=""consistent.jpg""><br><i>always behaving or happening in a similar, usually positive, way</i><br>consistent effort/improvement",consistent,ukconse013.mp3,consistent.jpg
consistently<br>[sound:ukconse014.mp3],"一貫して<br><img src=""consistently.jpg""><br><i>in a way that is consistent or does not change</i><br>The president has consistently denied the rumours.",consistently,ukconse014.mp3,consistently.jpg
constant<br>[sound:ukconsp011.mp3],"絶え間ない<br><img src=""paste-ee7922c43f3e0aa7240efb8cf884f715c80f5e7d.jpg""><br><i>happening a lot or all the time</i><br>She’s in constant pain.",constant,ukconsp011.mp3,paste-ee7922c43f3e0aa7240efb8cf884f715c80f5e7d.jpg
constantly<br>[sound:ukconsp012.mp3],"絶えず，いつも.<br><img src=""constantly.jpg""><br><i>all the time or often:</i><br>He's constantly changing his mind.",constantly,ukconsp012.mp3,constantly.jpg
construction<br>[sound:ukconst002.mp3],"建設（作業）<br><img src=""construction.jpg""><br><i>the work of building houses, offices, bridges, etc.</i><br>railway construction",construction,ukconst002.mp3,construction.jpg
consult<br>[sound:ukconst010.mp3],"（専門家）に意見を求める<br><img src=""consult.jpg""><br><i>to go to a person or book to get information or advice</i><br>For more information, consult your travel agent.",consult,ukconst010.mp3,consult.jpg
consultant<br>[sound:ukconst012.mp3],"コンサルタント<br><img src=""consultant.jpg""><br><i>someone who advises people on a particular subject</i><br>a financial consultant",consultant,ukconst012.mp3,consultant.jpg
consume<br>[sound:ukconst017.mp3],"消費する　食い尽くす&nbsp;<br><img src=""paste-e0dfe52862f2eb9c1354a32d79e229a3f58dfb4d.jpg""><br><i>to eat or drink something</i><br>People consume too much sugar.",consume,ukconst017.mp3,paste-e0dfe52862f2eb9c1354a32d79e229a3f58dfb4d.jpg
consumer<br>[sound:ukconst018.mp3],"消費者<br><img src=""consumer.jpg""><br><i>someone who buys or uses goods or services</i><br>These price cuts are good news for consumers.",consumer,ukconst018.mp3,consumer.jpg
contain<br>[sound:ukconta001.mp3],"（もの）が入っている<br><img src=""contain.jpg""><br><i>If one thing contains another thing, it has that thing inside it.</i><br>a box containing a diamond ring",contain,ukconta001.mp3,contain.jpg
container<br>[sound:ukconta002.mp3],"容器<br><img src=""container.jpg""><br><i>an object such as a box or a bottle that is used for holding something</i><br>an airtight container",container,ukconta002.mp3,container.jpg
continual<br>[sound:ukconte023.mp3],"連続した、絶え間のない<br><img src=""continual.jpg""><br><i>happening again and again over a long period of time</i><br>I can't work with these continual interruptions.",continual,ukconte023.mp3,continual.jpg
continuation<br>[sound:ukconte026.mp3],"続き<br><img src=""continuation.jpg""><br><i>something that comes after an event, situation, or thing to make it continue or go further</i><br>Today’s meeting will be a continuation of yesterday’s talks.",continuation,ukconte026.mp3,continuation.jpg
continue<br>[sound:ukconte027.mp3],"～が続く, ～を続ける<br><img src=""continue.jpg""><br><i>to keep happening or doing something</i><br>It continued to snow heavily for three days.",continue,ukconte027.mp3,continue.jpg
contribute<br>[sound:ukcontr011.mp3],"寄付する, 援助する<br><img src=""contribute.jpg""><br><i>to give something, especially money</i><br>I contributed $20 towards toward Andrea’s present.",contribute,ukcontr011.mp3,contribute.jpg
contribution<br>[sound:ukcontr012.mp3],"寄付<br><img src=""contribution.jpg""><br><i>an amount of money that is given to help pay for something</i><br>a generous contribution to charity",contribution,ukcontr012.mp3,contribution.jpg
control<br>[sound:ukcontr021.mp3],"統制力, 管理<br><img src=""control.jpg""><br><i>the power to make a person or thing do what you want</i><br>The new teacher has no control over the class.",control,ukcontr021.mp3,control.jpg
control panel,"&nbsp;[Control Panel の形で] コントロールパネル制御盤<br><img src=""control-panel.jpg""><br><i>control board.</i><br>The control panel is used to select the video source of the images to be shown on the monitors.",control panel,,control-panel.jpg
convenient<br>[sound:ukconva008.mp3],"便利な<br><img src=""paste-cd84cb744989c7ca064a59611c355db0c3661dc1.jpg""><br><i>Suited or favorable to one's comfort, purpose, or needs.&nbsp;</i><br>When would be a convenient time to meet?",convenient,ukconva008.mp3,paste-cd84cb744989c7ca064a59611c355db0c3661dc1.jpg
conveniently<br>[sound:ukconva009.mp3],"便利に，都合よく.<br><img src=""conveniently.jpg""><br><i>easy and helpful</i><br>The house is conveniently situated near the station and the shops.",conveniently,ukconva009.mp3,conveniently.jpg
convince<br>[sound:ukconve011.mp3],"（人）に納得させる<br><img src=""convince.jpg""><br><i>to make someone believe that something is TRUE</i><br>He tried to convince me that I needed a new car.",convince,ukconve011.mp3,convince.jpg
convincing<br>[sound:ukconve013.mp3],"信じられる、納得できる、もっともらしい<br><img src=""convincing.jpg""><br><i>able to make you believe that something is TRUE or right:</i><br>a convincing argument/explanation",convincing,ukconve013.mp3,convincing.jpg
corporate<br>[sound:ukcorne027.mp3],"【限定用法の形容詞】法人(組織)の.<br><img src=""corporate.jpg""><br><i>relating to a large company:</i><br>corporate finance",corporate,ukcorne027.mp3,corporate.jpg
corporation<br>[sound:ukcorne028.mp3],"法人, 企業<br><img src=""corporation.jpg""><br><i>a large company or group of companies</i><br>a multinational corporation",corporation,ukcorne028.mp3,corporation.jpg
cost<br>[sound:ukcossa004.mp3],"費用<br><img src=""cost.jpg""><br><i>the amount of money that you need to buy or do something</i><br>The cost of rail travel is terrible.",cost,ukcossa004.mp3,cost.jpg
counter<br>[sound:ukcounc008.mp3],"カウンター<br><img src=""counter.jpg""><br><i>the place in a shop, bank, etc. where people are served</i><br>The woman behind the counter took his money.",counter,ukcounc008.mp3,counter.jpg
courier<br>[sound:ukcouri001.mp3],"配達人，案内人，ガイド.<br><img src=""7335644_ca24db5e90_q.jpg""><br><i>a person or company that takes messages, letters, or parcels from one person or place to another :</i><br>I want to have this package delivered by motorcycle courier.",courier,ukcouri001.mp3,7335644_ca24db5e90_q.jpg
coverage<br>[sound:ukcouri026.mp3],"【不可算名詞】 （テレビなど）受信範囲、（保険）填補(てんぽ)(範囲).<br><img src=""coverage.jpg""><br><i>the reporting of a particular important event or subject:</i><br>What did you think of the BBC's election coverage?",coverage,ukcouri026.mp3,coverage.jpg
covering letter/note<br>[sound:uka32376.mp3],"(同封物につけた)添え手紙, 添書<br><img src=""covering-letter-note.jpg""><br><i>a letter or note that contains information about the thing it is sent with:</i><br>Please send a covering letter with your application form.",covering letter/note,uka32376.mp3,covering-letter-note.jpg
crash<br>[sound:ukcraps002.mp3],"（車などの）衝突事故<br><img src=""crash.jpg""><br><i>an accident in which a vehicle hits something</i><br>a car/plane crash",crash,ukcraps002.mp3,crash.jpg
credential<br>[sound:ukcream016.mp3],"資格、証明(大使・公使などに授ける)信任状.<br><img src=""paste-88e80aa7ad062a408a3551cc418c50024dbf9be5.png""><br><i>the abilities and experience that make someone suitable for a particular job or activity, or proof of someone's abilities and experience:</i><br>All the candidates had excellent academic credentials.",credential,ukcream016.mp3,paste-88e80aa7ad062a408a3551cc418c50024dbf9be5.png
credit<br>[sound:ukcream021.mp3],"つけ<br><img src=""credit.jpg""><br><i>a way of buying something in which you arrange to pay for it at a later time</i><br>He bought most of the furniture on credit.",credit,ukcream021.mp3,credit.jpg
criteria<br>[sound:cald4uk0361.mp3],"基準、標準、尺度<br><img src=""14273689087_19cfaafe64_q.jpg""><br><i>a fact or level of quality that you use when making a choice or decision</i><br>These are the criteria for the selection of candidates",criteria,cald4uk0361.mp3,14273689087_19cfaafe64_q.jpg
critical<br>[sound:ukcripp014.mp3],"批判的な<br><img src=""index.png""><br><i>saying that someone or something is bad or wrong</i><br>He is very critical of the way I work.",critical,ukcripp014.mp3,index.png
criticize<br>[sound:ukcripp017.mp3],"批判する<br><img src=""criticize.jpg""><br><i>to say that something or someone is bad</i><br>The movie was criticized for being too violent.",criticize,ukcripp017.mp3,criticize.jpg
crowd<br>[sound:ukcross029.mp3],"人々（の群れ）<br><img src=""crowd.jpg""><br><i>a large group of people who are together in one place</i><br>A large crowd had gathered to wait for the mayor.",crowd,ukcross029.mp3,crowd.jpg
crowded<br>[sound:ukcross030.mp3],"混んでいる<br><img src=""crowded.jpg""><br><i>very full of people</i><br>a crowded train",crowded,ukcross030.mp3,crowded.jpg
crucial<br>[sound:ukcrowe004.mp3],"非常に重要な<br><img src=""crucial.jpg""><br><i>extremely important or necessary</i><br>a crucial decision",crucial,ukcrowe004.mp3,crucial.jpg
cruise<br>[sound:ukcrowe026.mp3],"クルーズ　巡航する<br><img src=""cruise.jpg""><br><i>a holiday on a ship, sailing from place to place</i><br>He spends the weekends cruising the bars.",cruise,ukcrowe026.mp3,cruise.jpg
currency<br>[sound:ukcurio014.mp3],"通貨<br><img src=""currency.jpg""><br><i>the units of money used in a particular country</i><br>foreign currency",currency,ukcurio014.mp3,currency.jpg
current<br>[sound:ukcurio012.mp3],"現在の<br><img src=""current.jpg""><br><i>happening or existing now</i><br>What is your current address?",current,ukcurio012.mp3,current.jpg
custom<br>[sound:ukcurta024.mp3],"習慣<br><img src=""paste-6d7e9f7139340e190ba9ed1004467884a699f88f.png""><br><i>a habit or tradition</i><br>a local/ancient custom",custom,ukcurta024.mp3,paste-6d7e9f7139340e190ba9ed1004467884a699f88f.png
customer<br>[sound:ukcurta027.mp3],"顧客, お客様<br><img src=""customer.jpg""><br><i>a person or organization that buys things or services from a shop or business</i><br>a satisfied customer",customer,ukcurta027.mp3,customer.jpg
customs<br>[sound:ukcurta030.mp3],"税関<br><img src=""customs.jpg""><br><i>the place where your bags are examined when you are going into a country</i><br>The expenditure was distributed as follows: Customs collection.",customs,ukcurta030.mp3,customs.jpg
cutting edge<br>[sound:ukcld00308.mp3],"[the cutting edge] 最前線，先頭 〔of〕.<br><img src=""cutting-edge.jpg""><br><i>very modern and with all the newest features:</i><br>cutting-edge design/technology",cutting edge,ukcld00308.mp3,cutting-edge.jpg
cycle<br>[sound:ukcyber009.mp3],"自転車に乗る<br><img src=""cycle.jpg""><br><i>to ride a bicycle</i><br>the life cycle of a moth",cycle,ukcyber009.mp3,cycle.jpg
daily<br>[sound:ukdagoe006.mp3],"毎日の<br><img src=""daily.jpg""><br><i>happening or made every day or once a day</i><br>a daily newspaper",daily,ukdagoe006.mp3,daily.jpg
damage<br>[sound:ukdagoe022.mp3],"被害, 損傷<br><img src=""damage.jpg""><br><i>harm or injury</i><br>The strong wind caused serious damage to the roof.",damage,ukdagoe022.mp3,damage.jpg
deadline<br>[sound:ukddt__010.mp3],"締め切り<br><img src=""deadline.jpg""><br><i>a time by which something must be done</i><br>The deadline for entering the competition is tomorrow.",deadline,ukddt__010.mp3,deadline.jpg
deal<br>[sound:ukddt__020.mp3],"取引き<br><img src=""paste-aa9c43037e330d39c5e438944caa7af51336f15e.jpg""><br><i>an arrangement or an agreement, for example in business or politics</i><br>a business deal",deal,ukddt__020.mp3,paste-aa9c43037e330d39c5e438944caa7af51336f15e.jpg
debit<br>[sound:ukdeath019.mp3],"（お金の）引落とし<br><img src=""debit.jpg""><br><i>money taken out of a bank account, or a record of this</i><br>The account was in debt at the end of the month(= more money had been spent than was in the account at that time).",debit,ukdeath019.mp3,debit.jpg
debt<br>[sound:ukdeath023.mp3],"借金, 負債<br><img src=""debt.jpg""><br><i>an amount of money that you owe someone</i><br>She’s working in a bar to try to pay off her debts.",debt,ukdeath023.mp3,debt.jpg
decision<br>[sound:ukdecep014.mp3],"決定, 結論<br><img src=""paste-d2b3aac368335ff00bbf7c127f1567c389b93ab3.jpg""><br><i>a choice that you make about something after thinking about many possibilities</i><br>What was your decision – are you coming or not?",decision,ukdecep014.mp3,paste-d2b3aac368335ff00bbf7c127f1567c389b93ab3.jpg
decorate<br>[sound:ukdecod014.mp3],"～を飾る<br><img src=""paste-44abb005cb0e1bbb41e5753e9820b9c89a028577.jpg""><br><i>to make something look more attractive by putting things on it</i><br>They decorated the room with balloons for her party.",decorate,ukdecod014.mp3,paste-44abb005cb0e1bbb41e5753e9820b9c89a028577.jpg
decrease<br>[sound:ukdecod025.mp3],"～が減る, ～を減らす<br><img src=""decrease.jpg""><br><i>to become less, or to make something become less</i><br>Prices have decreased.",decrease,ukdecod025.mp3,decrease.jpg
dedicate<br>[sound:ukdecry002.mp3],"献身する 専念する、打ち込む<br><img src=""dedicate.jpg""><br><i>to give all of your energy, time, etc.:</i><br>He has dedicated his life to scientific research.",dedicate,ukdecry002.mp3,dedicate.jpg
deduct<br>[sound:ukdecry007.mp3],"[一定額を ]控除する 〔from〕.<br><img src=""deduct.jpg""><br><i>to take away an amount or part from a total:</i><br>The player had points deducted (from his score) for arguing with the referee.",deduct,ukdecry007.mp3,deduct.jpg
